timestamp_ms,angle_deg,distance_mm,quality,true_distance_mm,residual_mm
32745,358.92,1203.7,15,1200.0,3.7
32745,0.30,1202.7,15,1200.0,2.7
32746,1.55,1203.5,15,1200.0,3.5
32885,359.12,1203.5,15,1200.0,3.5
32885,0.53,1202.5,15,1200.0,2.5
32886,1.84,1202.5,15,1200.0,2.5
33025,359.31,1202.7,15,1200.0,2.7
33026,0.61,1203.2,15,1200.0,3.2
33026,1.89,1204.2,15,1200.0,4.2
33165,358.08,1203.7,15,1200.0,3.7
33165,359.39,1203.0,15,1200.0,3.0
33166,0.72,1203.5,15,1200.0,3.5
33166,1.98,1204.2,15,1200.0,4.2
33305,358.45,1204.2,15,1200.0,4.2
33306,359.73,1204.2,15,1200.0,4.2
33306,1.09,1204.0,15,1200.0,4.0
33445,358.72,1205.2,15,1200.0,5.2
33446,0.09,1203.5,15,1200.0,3.5
33446,1.37,1203.5,15,1200.0,3.5
33586,359.11,1203.5,15,1200.0,3.5
33586,0.53,1202.5,15,1200.0,2.5
33587,1.78,1202.5,15,1200.0,2.5
33725,358.47,1204.0,15,1200.0,4.0
33726,359.73,1204.2,15,1200.0,4.2
33726,1.05,1203.7,15,1200.0,3.7
33866,358.64,1204.0,15,1200.0,4.0
33866,359.95,1203.7,15,1200.0,3.7
33867,1.27,1204.5,15,1200.0,4.5
34006,358.80,1204.7,15,1200.0,4.7
34006,0.08,1202.7,15,1200.0,2.7
34007,1.42,1203.7,15,1200.0,3.7
34146,359.30,1202.7,15,1200.0,2.7
34147,0.59,1203.5,15,1200.0,3.5
34147,1.98,1204.2,15,1200.0,4.2
34286,358.17,1203.5,15,1200.0,3.5
34286,359.50,1203.2,15,1200.0,3.2
34287,0.78,1204.5,15,1200.0,4.5
34426,358.02,1203.5,15,1200.0,3.5
34427,359.30,1202.7,15,1200.0,2.7
34427,0.64,1203.2,15,1200.0,3.2
34428,1.95,1204.2,15,1200.0,4.2
34567,358.98,1204.0,15,1200.0,4.0
34567,0.31,1202.7,15,1200.0,2.7
34568,1.55,1203.7,15,1200.0,3.7
34707,358.73,1205.0,15,1200.0,5.0
34708,0.11,1202.7,15,1200.0,2.7
34708,1.45,1203.7,15,1200.0,3.7
34847,358.64,1203.7,15,1200.0,3.7
34848,359.95,1203.5,15,1200.0,3.5
34848,1.25,1204.5,15,1200.0,4.5
34988,358.53,1204.0,15,1200.0,4.0
34988,359.80,1204.2,15,1200.0,4.2
34989,1.16,1204.7,15,1200.0,4.7
35128,358.59,1203.5,15,1200.0,3.5
35128,359.98,1203.5,15,1200.0,3.5
35129,1.20,1204.5,15,1200.0,4.5
35268,358.94,1204.0,15,1200.0,4.0
35269,0.17,1202.7,15,1200.0,2.7
35269,1.48,1203.5,15,1200.0,3.5
