timestamp_ms,angle_deg,distance_mm,quality,true_distance_mm,residual_mm
36817,358.83,809.7,15,800.0,9.7
36818,0.05,808.7,15,800.0,8.7
36818,1.37,808.7,15,800.0,8.7
36958,359.02,809.5,15,800.0,9.5
36959,0.36,809.0,15,800.0,9.0
36959,1.59,809.0,15,800.0,9.0
37098,358.73,809.7,15,800.0,9.7
37099,0.05,808.5,15,800.0,8.5
37099,1.36,808.5,15,800.0,8.5
37239,358.59,809.2,15,800.0,9.2
37239,359.89,809.0,15,800.0,9.0
37240,1.14,808.7,15,800.0,8.7
37379,358.72,809.7,15,800.0,9.7
37379,0.08,808.5,15,800.0,8.5
37380,1.39,808.5,15,800.0,8.5
37519,358.72,809.7,15,800.0,9.7
37520,0.19,808.5,15,800.0,8.5
37520,1.37,808.5,15,800.0,8.5
37659,358.22,810.0,15,800.0,10.0
37660,359.52,809.0,15,800.0,9.0
37660,0.73,808.7,15,800.0,8.7
37800,359.14,809.0,15,800.0,9.0
37801,0.44,809.0,15,800.0,9.0
37801,1.64,808.5,15,800.0,8.5
37940,358.89,809.5,15,800.0,9.5
37941,0.17,808.5,15,800.0,8.5
37941,1.58,808.5,15,800.0,8.5
38081,359.03,809.5,15,800.0,9.5
38081,0.36,808.7,15,800.0,8.7
38082,1.56,809.0,15,800.0,9.0
38221,359.34,809.2,15,800.0,9.2
38221,0.64,809.0,15,800.0,9.0
38222,1.91,809.2,15,800.0,9.2
38361,358.70,810.0,15,800.0,10.0
38362,0.09,809.0,15,800.0,9.0
38362,1.33,809.0,15,800.0,9.0
38502,359.27,809.0,15,800.0,9.0
38502,0.47,809.0,15,800.0,9.0
38503,1.84,809.0,15,800.0,9.0
38642,358.08,810.5,15,800.0,10.5
38643,359.45,809.2,15,800.0,9.2
38643,0.66,809.0,15,800.0,9.0
38783,358.39,809.2,15,800.0,9.2
38783,359.80,807.7,15,800.0,7.7
38784,1.14,808.2,15,800.0,8.2
38923,358.20,809.7,15,800.0,9.7
38924,359.50,809.2,15,800.0,9.2
38924,0.95,809.0,15,800.0,9.0
39063,358.00,810.5,15,800.0,10.5
39064,359.41,809.2,15,800.0,9.2
39065,0.61,809.0,15,800.0,9.0
39204,358.97,809.5,15,800.0,9.5
39205,0.33,809.0,15,800.0,9.0
39205,1.67,809.0,15,800.0,9.0
39345,358.67,810.0,15,800.0,10.0
39345,0.02,809.2,15,800.0,9.2
39346,1.28,808.7,15,800.0,8.7
39485,358.36,809.2,15,800.0,9.2
39485,359.62,808.5,15,800.0,8.5
39486,0.86,809.0,15,800.0,9.0
39625,358.09,810.0,15,800.0,10.0
39626,359.55,809.0,15,800.0,9.0
39626,0.77,808.7,15,800.0,8.7
39765,358.23,810.2,15,800.0,10.2
39766,359.55,809.2,15,800.0,9.2
39766,0.86,808.7,15,800.0,8.7
39906,358.17,810.0,15,800.0,10.0
39906,359.47,809.0,15,800.0,9.0
39907,0.84,808.7,15,800.0,8.7
40046,358.77,810.0,15,800.0,10.0
40046,359.97,809.2,15,800.0,9.2
40047,1.25,808.7,15,800.0,8.7
40186,358.33,809.7,15,800.0,9.7
40187,359.56,809.2,15,800.0,9.2
40187,0.89,809.0,15,800.0,9.0
40327,358.78,809.7,15,800.0,9.7
40327,0.17,808.5,15,800.0,8.5
40328,1.47,808.7,15,800.0,8.7
40468,358.61,809.5,15,800.0,9.5
40468,0.02,809.2,15,800.0,9.2
40469,1.27,808.7,15,800.0,8.7
40608,358.31,809.5,15,800.0,9.5
40609,359.66,808.5,15,800.0,8.5
40609,0.89,809.0,15,800.0,9.0
40749,358.73,810.0,15,800.0,10.0
40750,0.02,809.2,15,800.0,9.2
40750,1.30,809.0,15,800.0,9.0
40889,358.28,809.0,15,800.0,9.0
40890,359.52,808.5,15,800.0,8.5
40890,0.95,809.0,15,800.0,9.0
41030,358.31,809.2,15,800.0,9.2
41030,359.66,808.7,15,800.0,8.7
41031,0.97,809.0,15,800.0,9.0
41170,358.31,809.7,15,800.0,9.7
41170,359.59,808.7,15,800.0,8.7
41171,0.91,809.0,15,800.0,9.0
41310,358.22,809.7,15,800.0,9.7
41311,359.47,809.0,15,800.0,9.0
41311,0.73,809.0,15,800.0,9.0
41450,358.08,810.2,15,800.0,10.2
41451,359.47,809.0,15,800.0,9.0
41451,0.75,809.0,15,800.0,9.0
41591,358.20,810.0,15,800.0,10.0
41591,359.44,809.0,15,800.0,9.0
41592,0.75,808.7,15,800.0,8.7
41731,358.39,809.7,15,800.0,9.7
41731,359.84,808.2,15,800.0,8.2
41732,1.14,808.0,15,800.0,8.0
41871,359.20,809.0,15,800.0,9.0
41872,0.47,809.5,15,800.0,9.5
41872,1.83,809.0,15,800.0,9.0
42011,358.47,809.2,15,800.0,9.2
42012,359.87,808.2,15,800.0,8.2
42012,1.16,808.0,15,800.0,8.0
42152,359.03,809.5,15,800.0,9.5
42153,0.34,809.0,15,800.0,9.0
42153,1.53,809.0,15,800.0,9.0
42293,359.28,809.2,15,800.0,9.2
42293,0.62,809.2,15,800.0,9.2
42294,1.94,809.2,15,800.0,9.2
42433,358.11,810.5,15,800.0,10.5
42434,359.36,809.2,15,800.0,9.2
42434,0.81,809.0,15,800.0,9.0
42574,358.61,809.0,15,800.0,9.0
42574,359.98,808.7,15,800.0,8.7
42575,1.17,808.5,15,800.0,8.5
42715,358.64,810.0,15,800.0,10.0
42715,0.05,809.0,15,800.0,9.0
42716,1.34,808.7,15,800.0,8.7
42855,358.06,810.5,15,800.0,10.5
42856,359.37,809.2,15,800.0,9.2
42856,0.78,809.0,15,800.0,9.0
42996,359.17,809.0,15,800.0,9.0
42996,0.47,808.7,15,800.0,8.7
42997,1.69,808.5,15,800.0,8.5
43136,358.14,810.0,15,800.0,10.0
43137,359.47,809.2,15,800.0,9.2
43137,0.89,808.7,15,800.0,8.7
43277,358.33,809.5,15,800.0,9.5
43277,359.62,808.7,15,800.0,8.7
43278,0.89,809.0,15,800.0,9.0
43418,359.05,809.5,15,800.0,9.5
43418,0.23,809.0,15,800.0,9.0
43419,1.64,809.0,15,800.0,9.0
43558,358.37,809.2,15,800.0,9.2
43558,359.59,808.7,15,800.0,8.7
43559,0.95,809.0,15,800.0,9.0
43698,358.17,810.5,15,800.0,10.5
43699,359.37,809.2,15,800.0,9.2
43699,0.72,809.0,15,800.0,9.0
43700,1.97,809.2,15,800.0,9.2
43839,358.25,809.5,15,800.0,9.5
43839,359.66,808.7,15,800.0,8.7
43840,0.97,809.0,15,800.0,9.0
43980,358.30,809.5,15,800.0,9.5
43980,359.55,808.7,15,800.0,8.7
43981,0.95,809.2,15,800.0,9.2
44120,358.16,810.7,15,800.0,10.7
44121,359.47,809.5,15,800.0,9.5
44121,0.72,809.0,15,800.0,9.0
44262,359.22,808.5,15,800.0,8.5
44262,0.52,809.0,15,800.0,9.0
44263,1.87,809.0,15,800.0,9.0
44402,358.27,810.2,15,800.0,10.2
44402,359.58,809.2,15,800.0,9.2
44403,0.77,808.7,15,800.0,8.7
44543,358.67,809.2,15,800.0,9.2
44543,0.02,808.7,15,800.0,8.7
44544,1.28,808.5,15,800.0,8.5
44683,359.23,808.5,15,800.0,8.5
44684,0.45,809.0,15,800.0,9.0
44684,1.86,809.0,15,800.0,9.0
44824,358.78,810.0,15,800.0,10.0
44824,0.02,809.0,15,800.0,9.0
44825,1.31,808.7,15,800.0,8.7
44964,359.20,809.0,15,800.0,9.0
44965,0.45,808.7,15,800.0,8.7
44966,1.78,808.5,15,800.0,8.5
45105,358.23,810.0,15,800.0,10.0
45105,359.53,809.0,15,800.0,9.0
45106,0.81,808.7,15,800.0,8.7
45246,358.87,809.5,15,800.0,9.5
45246,0.28,809.0,15,800.0,9.0
45247,1.59,809.0,15,800.0,9.0
45386,358.33,809.5,15,800.0,9.5
45386,359.70,808.7,15,800.0,8.7
45387,0.94,809.0,15,800.0,9.0
45526,358.19,810.2,15,800.0,10.2
45527,359.53,809.2,15,800.0,9.2
45527,0.70,809.0,15,800.0,9.0
45667,358.23,810.2,15,800.0,10.2
45667,359.48,809.0,15,800.0,9.0
45668,0.80,808.7,15,800.0,8.7
45808,358.55,809.0,15,800.0,9.0
45808,359.87,808.2,15,800.0,8.2
45809,1.17,808.0,15,800.0,8.0
45948,358.75,810.0,15,800.0,10.0
45949,0.05,809.0,15,800.0,9.0
45949,1.34,808.7,15,800.0,8.7
46089,358.78,810.0,15,800.0,10.0
